loan_type,loan_purpose,loan_amount_000s,action_taken,msamd,county_code,census_tract_number,applicant_ethnicity,co_applicant_ethnicity,applicant_race_1,co_applicant_race_1,applicant_sex,co_applicant_sex,applicant_income_000s,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
1,3,275,0,35004.0,59.0,4074.01,1,1,5,5,1,1,62.0,1,5535.0,91.30999755859376,110800.0,74.47000122070312,902.0,1413.0
1,1,516,0,24020.0,113.0,760.0,2,5,5,8,1,5,500.0,1,2546.0,4.989999771118164,64100.0,107.4800033569336,1031.0,3156.0
1,1,386,0,35004.0,103.0,1906.01,1,5,5,8,1,5,84.0,1,4477.0,7.929999828338623,110800.0,96.05999755859376,1488.0,3649.0
2,1,132,0,40380.0,69.0,505.0,2,5,5,8,2,5,33.0,1,6139.0,1.690000057220459,68500.0,102.87000274658205,2093.0,2629.0
1,3,130,0,15380.0,29.0,94.02,2,2,5,5,1,2,199.0,1,4242.0,9.829999923706056,68200.0,152.19000244140625,1577.0,1768.0
1,2,10,0,40380.0,69.0,519.0,2,2,5,5,1,2,93.0,1,5081.0,21.51000022888184,68500.0,96.69000244140624,695.0,1054.0
1,1,1280,1,35614.0,61.0,218.0,2,5,5,8,1,5,214.0,1,7569.0,81.04000091552734,73700.0,52.06999969482422,261.0,326.0
1,3,33,1,45060.0,67.0,14.0,2,5,5,8,1,5,22.0,1,3765.0,76.25,68000.0,32.29999923706055,229.0,929.0
1,3,291,0,35614.0,81.0,317.0,2,5,5,8,1,5,101.0,1,6451.0,29.21999931335449,73700.0,92.30999755859376,1345.0,1983.0
1,2,35,0,45060.0,67.0,154.0,2,2,5,5,1,2,69.0,1,5773.0,11.760000228881836,68000.0,101.5,2016.0,2308.0
2,1,221,0,20524.0,27.0,300.0,2,2,5,5,1,2,126.0,1,4299.0,8.1899995803833,97100.0,97.77999877929688,1217.0,1853.0
2,1,325,0,20524.0,27.0,801.03,2,2,5,5,1,2,281.0,1,4836.0,19.559999465942383,97100.0,123.43000030517578,1465.0,1635.0
1,3,155,0,35614.0,87.0,134.01,2,5,5,8,1,5,147.0,1,4411.0,27.13999938964844,73700.0,167.4199981689453,1392.0,1581.0
2,1,142,0,10580.0,83.0,411.0,2,5,5,8,2,5,54.0,1,5436.0,31.86000061035156,83100.0,74.33000183105469,1262.0,1745.0
1,2,31,0,10580.0,93.0,325.03,2,5,5,8,1,5,129.0,2,4045.0,8.0600004196167,83100.0,109.51000213623048,1248.0,1411.0
1,1,35,0,40380.0,55.0,145.05,2,2,5,5,1,2,47.0,1,5469.0,13.8100004196167,68500.0,106.01000213623048,1282.0,1781.0
1,1,47,0,15380.0,29.0,41.0,2,2,3,3,1,2,59.0,1,4429.0,90.97000122070312,68200.0,53.560001373291016,932.0,2264.0
1,1,200,0,35004.0,59.0,5180.0,2,5,5,8,2,5,52.0,1,6562.0,19.770000457763672,110800.0,111.2699966430664,1685.0,2394.0
1,1,415,1,35614.0,5.0,389.0,2,5,5,8,1,5,83.0,1,5908.0,76.9800033569336,73700.0,45.66999816894531,64.0,608.0
1,1,361,0,35004.0,59.0,4164.02,2,2,5,5,1,2,209.0,1,3317.0,17.43000030517578,110800.0,116.91999816894533,814.0,1194.0
2,1,171,1,35614.0,71.0,132.01,1,5,5,8,2,5,36.0,1,5235.0,29.46999931335449,73700.0,132.4499969482422,1388.0,1711.0
1,1,228,1,35614.0,71.0,142.01,2,5,5,8,2,5,134.0,1,3861.0,21.68000030517578,73700.0,151.89999389648438,1142.0,1374.0
1,1,92,0,13780.0,7.0,143.02,2,2,5,5,2,1,145.0,1,8953.0,39.33000183105469,65700.0,136.22999572753906,635.0,702.0
1,3,375,0,35614.0,61.0,71.0,2,5,5,8,2,5,270.0,1,6115.0,21.100000381469727,73700.0,253.3000030517578,1122.0,472.0
1,2,240,0,35614.0,81.0,330.0,2,2,3,3,2,1,65.0,1,7115.0,98.9499969482422,73700.0,115.6500015258789,1222.0,2088.0
1,3,33,0,45060.0,67.0,105.0,2,2,5,5,1,2,56.0,2,2391.0,7.150000095367432,68000.0,119.4499969482422,823.0,925.0
1,1,2024,0,35614.0,61.0,37.0,2,2,5,5,2,1,521.0,1,2666.0,20.709999084472656,73700.0,279.2799987792969,608.0,237.0
1,1,247,0,35614.0,119.0,146.04,2,5,5,8,1,5,78.0,1,4312.0,23.520000457763672,73700.0,126.12000274658205,1182.0,1671.0
1,3,515,1,35614.0,61.0,140.0,2,5,5,8,1,5,172.0,1,7671.0,15.149999618530272,73700.0,346.989990234375,1859.0,201.0
1,1,355,0,35614.0,87.0,121.05,2,5,5,8,1,5,71.0,1,5906.0,9.630000114440918,73700.0,44.52999877929688,257.0,766.0
1,3,63,0,10580.0,83.0,517.01,2,5,5,8,1,5,43.0,1,3405.0,3.990000009536743,83100.0,85.45999908447266,989.0,1324.0
1,1,215,0,35614.0,85.0,208.01,2,5,5,8,1,5,54.0,1,9138.0,15.859999656677246,73700.0,115.0999984741211,2614.0,3235.0
1,1,78,0,48060.0,45.0,602.0,2,5,5,8,1,5,40.0,1,7176.0,11.850000381469728,62400.0,117.55999755859376,2024.0,5321.0
1,1,1435,0,35614.0,47.0,133.0,2,5,5,8,1,5,287.0,1,4674.0,30.68000030517578,73700.0,220.82000732421875,761.0,1068.0
1,3,326,0,35614.0,87.0,115.04,2,5,5,8,2,5,142.0,1,7152.0,85.75,73700.0,141.9600067138672,1594.0,1884.0
1,1,360,0,35004.0,103.0,1475.01,2,2,5,5,1,2,164.0,1,7223.0,7.710000038146973,110800.0,118.18000030517578,2068.0,2426.0
1,1,219,0,45060.0,67.0,46.0,2,5,5,8,1,5,255.0,1,5129.0,29.790000915527344,68000.0,137.58999633789062,1520.0,1939.0
1,1,104,0,13780.0,107.0,207.01,2,2,5,5,2,2,41.0,1,3075.0,6.340000152587891,65700.0,84.83999633789062,866.0,1425.0
1,1,365,0,35614.0,81.0,259.0,2,5,5,8,1,5,97.0,1,3353.0,86.61000061035156,73700.0,66.41000366210938,251.0,638.0
1,3,96,0,15380.0,29.0,141.01,2,2,5,5,1,1,53.0,1,6177.0,1.6399999856948853,68200.0,125.3000030517578,2411.0,2720.0
1,3,48,1,15380.0,29.0,43.0,2,5,3,8,2,5,50.0,1,6011.0,89.29000091552734,68200.0,44.27999877929688,832.0,2648.0
1,1,136,0,40380.0,69.0,516.0,2,2,5,5,2,1,108.0,1,3565.0,22.5,68500.0,115.77999877929688,1067.0,1550.0
1,3,257,0,35004.0,103.0,1583.2,2,2,5,5,1,2,112.0,2,6052.0,11.520000457763672,110800.0,115.33999633789062,1943.0,1831.0
2,1,50,0,21300.0,15.0,5.0,2,5,5,8,2,5,23.0,1,3172.0,16.93000030517578,64600.0,109.05999755859376,611.0,1248.0
1,1,410,0,35004.0,59.0,4092.0,2,2,5,5,2,2,174.0,1,6011.0,21.209999084472656,110800.0,97.05999755859376,1735.0,1929.0
1,1,70,0,15380.0,29.0,108.07,2,5,5,8,2,5,34.0,1,5313.0,15.0,68200.0,101.01000213623048,1375.0,2074.0
1,2,769,1,35614.0,61.0,173.0,2,2,5,5,1,2,298.0,1,8486.0,37.18000030517578,73700.0,212.17999267578125,1036.0,344.0
1,2,65,0,48060.0,45.0,611.0,2,5,5,8,1,5,48.0,1,6100.0,16.049999237060547,62400.0,111.45999908447266,1389.0,2163.0
1,1,351,1,35614.0,47.0,984.0,2,2,3,3,1,2,67.0,1,2035.0,96.36000061035156,73700.0,106.41000366210938,412.0,693.0
1,3,417,0,35614.0,61.0,83.0,2,5,5,8,1,5,351.0,1,3929.0,50.97999954223633,73700.0,57.0,285.0,156.0
1,3,150,1,48060.0,45.0,622.0,2,5,5,8,2,5,65.0,1,4460.0,13.880000114440918,62400.0,119.4000015258789,1173.0,1920.0
1,3,290,1,35614.0,5.0,233.02,2,2,5,5,1,2,214.0,1,3614.0,99.72000122070312,73700.0,27.270000457763672,6.0,111.0
1,1,600,0,35004.0,59.0,3010.0,2,2,5,5,1,2,189.0,1,5644.0,12.579999923706056,110800.0,169.32000732421875,1746.0,1861.0
1,3,413,0,35614.0,71.0,150.06,2,5,5,8,2,5,97.0,1,6491.0,1.6799999475479126,73700.0,32.15999984741211,372.0,203.0
1,3,91,0,35614.0,87.0,108.02,2,2,5,5,1,1,292.0,2,5330.0,24.350000381469727,73700.0,205.3699951171875,1577.0,1808.0
2,3,467,0,35004.0,59.0,4134.0,2,2,5,5,2,1,106.0,1,5593.0,14.0,110800.0,125.5500030517578,1726.0,1854.0
2,1,295,0,35004.0,103.0,1456.03,2,5,5,8,1,5,63.0,1,7113.0,90.58000183105467,110800.0,51.880001068115234,904.0,1583.0
1,2,36,0,15380.0,29.0,120.01,2,5,5,8,1,5,103.0,2,4523.0,5.389999866485596,68200.0,105.20999908447266,1365.0,1678.0
1,1,232,0,35614.0,87.0,113.03,1,5,5,8,2,5,65.0,1,6094.0,28.670000076293945,73700.0,157.2100067138672,1492.0,1762.0
1,1,73,0,13780.0,107.0,204.02,2,5,5,8,1,5,41.0,1,3597.0,2.809999942779541,65700.0,144.00999450683594,1300.0,1389.0
1,1,300,0,35614.0,85.0,198.0,2,2,5,5,1,2,106.0,1,6690.0,11.760000228881836,73700.0,139.2899932861328,1612.0,2306.0
1,3,314,0,35004.0,103.0,1591.07,1,2,5,5,1,2,117.0,1,3915.0,18.489999771118164,110800.0,95.37999725341795,1106.0,1216.0
1,3,150,1,35004.0,59.0,3009.0,2,2,5,5,1,2,54.0,1,8217.0,34.880001068115234,110800.0,165.05999755859375,2909.0,3227.0
1,1,145,1,40380.0,55.0,116.01,2,5,5,8,2,5,55.0,1,6316.0,11.380000114440918,68500.0,139.77000427246094,1927.0,2215.0
1,1,349,0,35614.0,87.0,109.02,2,2,5,3,1,2,107.0,1,4027.0,35.5099983215332,73700.0,177.52000427246094,1190.0,1351.0
1,1,261,0,48060.0,45.0,604.0,2,2,5,5,1,2,190.0,1,7209.0,4.230000019073486,62400.0,111.38999938964844,1944.0,3672.0
1,3,525,0,35614.0,119.0,84.04,2,2,5,5,1,2,450.0,1,5175.0,40.810001373291016,73700.0,169.66000366210938,866.0,1477.0
1,2,75,0,24020.0,115.0,900.0,2,5,5,8,1,5,21.0,1,2694.0,5.309999942779541,64100.0,92.58999633789062,952.0,1268.0
1,3,115,0,40380.0,51.0,313.0,2,2,5,5,1,2,117.0,1,4640.0,2.6700000762939453,68500.0,91.80999755859376,1610.0,2171.0
1,1,62,1,15380.0,29.0,132.01,2,2,5,5,2,1,13.0,1,5994.0,5.269999980926514,68200.0,107.62000274658205,1703.0,2089.0
1,3,210,0,35614.0,85.0,303.01,1,5,5,8,1,5,250.0,1,4895.0,59.75,73700.0,106.0,1166.0,1636.0
1,3,360,0,35004.0,59.0,4147.0,2,2,5,5,2,1,160.0,1,4584.0,11.100000381469728,110800.0,115.30999755859376,1335.0,1497.0
2,2,181,0,35004.0,103.0,1238.02,2,5,5,8,1,5,91.0,1,3543.0,10.270000457763672,110800.0,82.63999938964844,1249.0,1417.0
1,2,30,1,15380.0,29.0,135.01,2,2,5,5,1,2,137.0,2,7229.0,4.440000057220459,68200.0,135.88999938964844,2275.0,2567.0
1,3,424,0,35614.0,47.0,547.0,2,5,5,8,1,5,895.0,1,5071.0,30.700000762939453,73700.0,42.63999938964844,164.0,324.0
1,1,185,0,40380.0,55.0,117.05,2,2,5,5,1,2,170.0,1,5101.0,5.119999885559082,68500.0,120.87000274658205,1847.0,2243.0
2,1,167,0,10580.0,93.0,330.02,2,5,5,8,1,5,57.0,1,2296.0,3.309999942779541,83100.0,128.5,724.0,856.0
1,1,173,1,45060.0,67.0,111.01,2,5,5,8,1,5,93.0,1,5933.0,14.550000190734863,68000.0,111.87000274658205,2054.0,2174.0
1,1,424,0,35614.0,85.0,156.01,2,2,5,5,1,2,138.0,1,6559.0,13.970000267028809,73700.0,154.30999755859375,2188.0,2368.0
1,3,448,1,35614.0,81.0,158.02,2,5,5,8,1,5,76.0,1,4679.0,95.5999984741211,73700.0,95.5,655.0,1182.0
1,3,750,0,35614.0,61.0,317.04,2,5,5,8,1,5,199.0,1,6887.0,41.34999847412109,73700.0,292.92999267578125,1235.0,138.0
1,3,280,0,35614.0,61.0,259.0,2,5,3,8,2,5,128.0,1,4155.0,83.47000122070312,73700.0,72.13999938964844,657.0,61.0
1,1,1000,0,35614.0,47.0,129.02,2,2,5,5,1,2,405.0,1,2064.0,45.68999862670898,73700.0,154.05999755859375,272.0,674.0
1,3,640,0,35004.0,59.0,5197.02,2,5,5,8,1,5,210.0,1,5512.0,17.420000076293945,110800.0,117.4800033569336,1794.0,1769.0
1,1,94,0,10580.0,93.0,319.0,2,5,5,8,1,5,61.0,1,7949.0,14.529999732971191,83100.0,142.82000732421875,2254.0,2560.0
2,1,319,0,35614.0,119.0,125.01,2,5,5,8,2,5,65.0,1,3003.0,6.230000019073486,73700.0,231.8999938964844,961.0,1072.0
1,3,3000,0,35614.0,47.0,702.01,2,5,5,8,1,5,3113.0,1,6015.0,13.420000076293944,73700.0,125.8499984741211,1741.0,2510.0
1,3,665,0,35614.0,119.0,55.0,2,5,5,8,2,5,331.0,1,5567.0,18.270000457763672,73700.0,282.7099914550781,1606.0,1554.0
1,3,116,0,10580.0,1.0,146.07,2,2,5,5,1,2,131.0,1,7851.0,10.31999969482422,83100.0,132.80999755859375,2601.0,3011.0
1,1,690,0,35614.0,61.0,150.02,2,2,5,5,1,2,1425.0,2,5171.0,16.459999084472656,73700.0,322.2699890136719,1630.0,66.0
1,3,279,0,35004.0,59.0,4147.0,1,1,5,5,1,2,157.0,1,4584.0,11.100000381469728,110800.0,115.30999755859376,1335.0,1497.0
1,1,1300,0,35614.0,47.0,273.0,2,5,5,8,2,5,219.0,1,2649.0,92.9000015258789,73700.0,71.12999725341797,372.0,743.0
1,1,467,0,35004.0,59.0,5182.04,2,2,5,5,1,2,179.0,1,4035.0,10.109999656677246,110800.0,218.8000030517578,1581.0,1630.0
2,1,778,0,35614.0,81.0,954.0,2,5,3,8,1,5,124.0,1,5221.0,87.47000122070312,73700.0,86.69000244140625,850.0,1604.0
1,3,349,0,35004.0,103.0,1112.02,2,5,5,8,1,5,94.0,1,4629.0,34.869998931884766,110800.0,74.20999908447266,1151.0,1609.0
2,1,372,1,35004.0,59.0,4145.01,2,2,3,3,1,2,83.0,1,5242.0,57.66999816894531,110800.0,88.3499984741211,1689.0,1731.0
2,1,139,0,45060.0,67.0,102.0,2,2,5,5,1,2,54.0,1,5761.0,4.739999771118164,68000.0,119.93000030517578,1640.0,2234.0
1,1,174,0,40380.0,55.0,135.08,2,5,5,8,2,5,90.0,1,3918.0,9.600000381469728,68500.0,151.27000427246094,1284.0,1433.0
1,2,253,0,24020.0,113.0,706.02,2,5,5,8,1,5,53.0,1,1405.0,2.4200000762939453,64100.0,119.26000213623048,566.0,1336.0
1,1,180,0,35614.0,87.0,134.01,2,5,5,8,1,5,114.0,1,4411.0,27.13999938964844,73700.0,167.4199981689453,1392.0,1581.0
2,1,211,0,10580.0,1.0,137.07,2,5,3,8,1,5,58.0,1,6070.0,18.020000457763672,83100.0,131.0,2120.0,2260.0
1,1,435,0,10580.0,91.0,609.01,2,2,5,5,1,2,352.0,1,3817.0,7.699999809265137,83100.0,100.83999633789062,1362.0,1855.0
1,1,137,0,40380.0,69.0,505.0,2,5,5,8,1,5,58.0,1,6139.0,1.690000057220459,68500.0,102.87000274658205,2093.0,2629.0
1,3,92,0,40380.0,55.0,132.04,2,2,5,5,1,2,176.0,2,8498.0,21.149999618530277,68500.0,137.91000366210938,2238.0,2575.0
1,3,264,1,35004.0,59.0,4161.0,2,2,5,5,1,2,86.0,1,6699.0,5.690000057220459,110800.0,98.87000274658205,1878.0,2371.0
1,3,227,0,35004.0,103.0,1586.08,2,2,5,5,1,2,167.0,1,3937.0,24.489999771118164,110800.0,90.4800033569336,909.0,1285.0
1,1,150,0,40380.0,55.0,132.04,2,2,5,5,1,2,102.0,1,8498.0,21.149999618530277,68500.0,137.91000366210938,2238.0,2575.0
1,1,750,0,35614.0,47.0,616.0,2,5,5,8,2,5,207.0,1,1572.0,6.170000076293945,73700.0,169.67999267578125,453.0,580.0
1,3,88,0,13780.0,7.0,144.0,2,2,5,5,1,2,51.0,1,4911.0,15.43000030517578,65700.0,100.66999816894533,1747.0,2177.0
1,1,189,0,40380.0,55.0,150.0,2,2,5,5,1,2,143.0,1,5628.0,6.860000133514404,68500.0,118.63999938964844,2045.0,2188.0
2,1,131,0,27060.0,109.0,22.0,2,5,5,8,2,5,36.0,1,4515.0,4.829999923706055,75600.0,83.41000366210938,1388.0,1886.0
2,1,319,0,35614.0,5.0,364.0,2,2,3,3,1,1,82.0,1,2389.0,100.0,73700.0,87.44000244140625,445.0,874.0
1,3,63,0,40380.0,51.0,307.0,2,5,5,8,2,5,46.0,1,7716.0,3.0799999237060547,68500.0,114.47000122070312,2310.0,3242.0
1,3,102,0,15380.0,29.0,108.09,2,5,5,8,2,5,60.0,1,3126.0,7.809999942779541,68200.0,119.23999786376952,1195.0,1271.0
1,3,229,0,35614.0,47.0,50.0,2,5,5,8,1,5,118.0,1,2510.0,18.56999969482422,73700.0,160.60000610351562,521.0,468.0
1,1,300,0,15380.0,29.0,63.02,2,5,5,8,1,5,90.0,1,2646.0,6.730000019073486,68200.0,151.10000610351562,605.0,1157.0
1,1,279,0,28740.0,111.0,9519.0,2,2,5,5,1,2,210.0,1,2614.0,37.90999984741211,78500.0,83.7300033569336,498.0,1208.0
1,1,499,0,35614.0,5.0,274.01,2,5,5,8,2,5,103.0,1,4576.0,13.65999984741211,73700.0,123.63999938964844,1086.0,1821.0
1,1,256,0,45060.0,53.0,305.01,2,2,5,5,1,2,70.0,1,3300.0,10.420000076293944,68000.0,140.57000732421875,660.0,1114.0
1,3,62,0,15380.0,29.0,158.0,2,2,5,5,1,2,42.0,1,4219.0,1.559999942779541,68200.0,98.97000122070312,1586.0,1950.0
2,1,184,0,35004.0,59.0,4069.0,2,2,3,3,2,1,55.0,1,6897.0,93.87000274658205,110800.0,48.68999862670898,944.0,1707.0
1,1,1060,0,35004.0,103.0,1907.07,2,2,5,5,1,2,245.0,1,5060.0,21.229999542236328,110800.0,92.08999633789062,1801.0,4224.0
1,3,128,1,35614.0,61.0,191.0,2,2,5,5,2,1,70.0,1,9545.0,31.71999931335449,73700.0,254.0200042724609,1537.0,246.0
1,1,123,0,20524.0,27.0,3000.0,2,5,5,8,1,5,106.0,1,5424.0,49.79999923706055,97100.0,63.47999954223633,661.0,1562.0
1,3,1200,0,35614.0,85.0,279.0,2,2,5,5,1,2,600.0,1,1972.0,16.020000457763672,73700.0,162.38999938964844,499.0,643.0
1,3,417,0,35614.0,61.0,161.0,2,5,5,8,2,5,153.0,1,6189.0,16.040000915527344,73700.0,255.1300048828125,808.0,233.0
1,1,976,0,35614.0,119.0,76.0,2,2,5,5,2,1,488.0,1,6150.0,10.600000381469728,73700.0,283.79998779296875,1706.0,1935.0
1,3,136,0,35614.0,47.0,197.0,2,2,5,5,1,2,43.0,1,3508.0,55.27000045776367,73700.0,156.22999572753906,791.0,732.0
1,3,191,0,35614.0,81.0,190.0,2,5,3,8,1,5,43.0,1,2291.0,97.9000015258789,73700.0,108.3499984741211,429.0,668.0
1,3,171,0,15380.0,29.0,93.02,2,5,5,8,1,5,77.0,1,2726.0,18.09000015258789,68200.0,108.22000122070312,895.0,1180.0
2,3,106,1,15380.0,29.0,91.06,2,5,5,8,2,5,60.0,1,3207.0,16.709999084472656,68200.0,115.73999786376952,869.0,1218.0
2,1,299,0,35004.0,103.0,1464.03,2,2,3,3,2,2,86.0,1,4958.0,85.33999633789062,110800.0,61.810001373291016,888.0,1347.0
1,3,75,0,35004.0,59.0,5184.0,2,5,5,8,2,5,92.0,1,4557.0,32.540000915527344,110800.0,166.02999877929688,1325.0,1444.0
2,1,565,0,35004.0,103.0,1245.0,2,5,5,8,2,5,285.0,1,5396.0,23.71999931335449,110800.0,110.48999786376952,1341.0,1702.0
1,3,87,0,35614.0,81.0,136.0,2,5,5,8,2,5,128.0,1,2063.0,40.56999969482422,73700.0,132.42999267578125,413.0,274.0
1,3,169,0,35614.0,81.0,538.0,2,5,3,8,2,5,68.0,1,1720.0,98.9499969482422,73700.0,107.55999755859376,349.0,455.0
1,3,391,0,35004.0,103.0,1118.01,2,2,5,5,1,2,106.0,1,6086.0,17.979999542236328,110800.0,113.22000122070312,1891.0,2043.0
2,1,175,0,10580.0,83.0,523.04,2,2,5,5,2,1,88.0,1,6732.0,5.510000228881836,83100.0,119.83999633789062,2221.0,2472.0
2,3,346,1,35004.0,59.0,4051.0,2,5,3,8,1,5,113.0,1,8102.0,84.5199966430664,110800.0,95.0,1970.0,2366.0
1,1,112,0,10580.0,91.0,616.0,2,5,5,8,1,5,100.0,1,4183.0,3.009999990463257,83100.0,104.29000091552734,1522.0,1621.0
1,1,553,0,35614.0,71.0,144.0,2,2,5,5,1,2,239.0,1,4315.0,20.649999618530277,73700.0,127.8000030517578,1246.0,1498.0
1,1,146,0,15380.0,63.0,244.04,2,5,5,8,2,5,70.0,1,4929.0,3.880000114440918,68200.0,161.8300018310547,1745.0,1908.0
1,1,143,0,35614.0,71.0,107.0,2,5,5,8,1,5,80.0,1,6886.0,33.81999969482422,73700.0,107.4499969482422,1427.0,2066.0
1,2,13,0,40380.0,69.0,504.0,2,5,5,8,1,5,117.0,1,7000.0,4.090000152587891,68500.0,111.5500030517578,2232.0,2939.0
1,3,1462,0,35614.0,61.0,15.01,2,5,5,8,1,5,616.0,1,6502.0,42.369998931884766,73700.0,161.44000244140625,1472.0,158.0
1,2,620,0,35614.0,81.0,892.0,2,5,5,8,1,5,119.0,1,8047.0,13.380000114440918,73700.0,127.16000366210938,2333.0,2806.0
2,1,353,0,35004.0,103.0,1596.02,2,5,5,8,2,5,114.0,1,4162.0,3.940000057220459,110800.0,99.91999816894533,1308.0,1577.0
1,1,58,0,10580.0,93.0,215.0,2,2,3,3,1,2,134.0,1,3212.0,67.19000244140625,83100.0,46.59999847412109,281.0,1308.0
1,1,233,0,40380.0,117.0,202.01,2,2,5,5,2,1,91.0,1,4566.0,3.369999885559082,68500.0,109.6999969482422,1587.0,1822.0
1,3,31,1,15380.0,29.0,167.0,2,5,5,8,1,5,16.0,1,2072.0,13.899999618530272,68200.0,75.80999755859375,680.0,1202.0
1,2,55,1,35004.0,59.0,4121.0,1,5,5,8,1,5,98.0,2,6547.0,20.1200008392334,110800.0,101.11000061035156,1855.0,1852.0
1,1,546,1,35004.0,59.0,3013.0,2,5,5,8,2,5,144.0,1,4390.0,45.08000183105469,110800.0,92.87000274658205,862.0,1555.0
1,3,175,0,10580.0,91.0,625.07,2,2,5,5,1,2,52.0,1,3620.0,16.299999237060547,83100.0,122.33000183105467,1077.0,1185.0
1,1,220,0,35004.0,59.0,5218.02,2,5,5,8,1,5,170.0,1,4278.0,12.970000267028809,110800.0,113.05999755859376,1227.0,1288.0
1,3,345,0,35614.0,119.0,48.0,2,2,5,5,1,2,196.0,1,6586.0,32.65999984741211,73700.0,137.77000427246094,1406.0,1332.0
1,2,420,0,35614.0,47.0,508.03,2,5,5,8,1,5,153.0,1,2111.0,80.0999984741211,73700.0,57.84999847412109,25.0,74.0
2,1,323,0,35614.0,87.0,109.02,2,5,5,8,2,5,160.0,1,4027.0,35.5099983215332,73700.0,177.52000427246094,1190.0,1351.0
1,1,360,1,35614.0,81.0,769.02,2,2,5,5,2,2,450.0,1,1486.0,50.0,73700.0,133.77999877929688,152.0,124.0
1,1,967,0,35614.0,119.0,21.05,2,2,5,5,1,2,440.0,1,1894.0,14.40999984741211,73700.0,193.8999938964844,573.0,658.0
1,1,13,0,35004.0,59.0,5206.0,2,2,5,5,1,2,121.0,2,6003.0,23.950000762939453,110800.0,109.75,1691.0,1968.0
2,1,226,0,35004.0,103.0,1586.07,1,5,5,8,1,5,51.0,1,3204.0,27.059999465942383,110800.0,80.11000061035156,857.0,1050.0
1,1,188,0,20524.0,79.0,103.0,2,5,5,8,2,5,61.0,1,4714.0,28.020000457763672,97100.0,90.29000091552734,1531.0,1924.0
1,1,171,0,15380.0,63.0,239.02,2,5,5,8,1,5,150.0,1,4916.0,7.75,68200.0,98.87000274658205,1361.0,1761.0
2,1,118,0,40380.0,55.0,108.0,2,5,5,8,1,5,54.0,1,2889.0,14.5,68500.0,111.83999633789062,1253.0,1412.0
1,1,138,0,46540.0,43.0,115.02,2,5,5,8,1,5,34.0,1,1977.0,3.539999961853028,62100.0,137.66000366210938,827.0,4763.0
1,3,133,0,45060.0,67.0,104.0,2,5,5,8,1,5,284.0,1,4167.0,5.809999942779541,68000.0,123.2300033569336,1268.0,1450.0
1,3,180,0,45060.0,67.0,121.0,2,5,5,8,1,5,70.0,1,4367.0,9.59000015258789,68000.0,139.35000610351562,1424.0,1552.0
1,3,136,1,10580.0,91.0,627.0,2,2,5,5,1,2,110.0,1,6179.0,6.829999923706055,83100.0,93.01000213623048,1652.0,2434.0
1,1,148,0,27060.0,109.0,22.0,2,2,5,5,1,2,191.0,1,4515.0,4.829999923706055,75600.0,83.41000366210938,1388.0,1886.0
2,3,259,1,35614.0,81.0,998.02,2,5,3,8,2,5,68.0,1,5391.0,81.47000122070312,73700.0,61.02999877929688,225.0,612.0
1,1,120,0,35004.0,103.0,1466.12,2,5,5,8,2,5,56.0,1,5302.0,12.130000114440918,110800.0,98.08999633789062,1402.0,1589.0
1,3,50,0,46540.0,65.0,240.0,2,2,5,5,1,2,74.0,2,4466.0,2.8399999141693115,62100.0,129.5399932861328,1448.0,1908.0
1,1,258,0,35004.0,103.0,1904.01,1,5,5,8,1,5,66.0,1,10396.0,58.209999084472656,110800.0,68.16000366210938,1781.0,2771.0
1,1,146,0,35004.0,59.0,3036.0,2,5,5,8,1,5,79.0,1,7223.0,43.81999969482422,110800.0,88.11000061035156,1195.0,2103.0
1,3,100,0,35004.0,103.0,1237.02,2,5,5,8,1,5,60.0,1,8394.0,46.70000076293945,110800.0,67.54000091552734,2088.0,2768.0
1,3,15,0,48060.0,45.0,614.0,2,2,5,5,2,1,25.0,1,3894.0,9.220000267028809,62400.0,73.08999633789062,627.0,1344.0
1,3,51,1,35614.0,87.0,130.01,2,5,5,8,2,5,19.0,1,2866.0,26.059999465942383,73700.0,179.85000610351562,707.0,760.0
1,3,190,0,35614.0,47.0,545.0,2,5,5,8,1,5,157.0,1,7169.0,29.38999938964844,73700.0,31.780000686645508,164.0,415.0
1,3,424,0,35614.0,61.0,138.0,2,5,5,8,2,5,456.0,1,13162.0,17.1299991607666,73700.0,290.6199951171875,2170.0,576.0
1,1,375,0,28740.0,111.0,9529.0,2,2,5,5,1,2,124.0,1,5585.0,9.130000114440918,78500.0,110.58999633789062,1948.0,2990.0
2,2,244,1,20524.0,79.0,109.0,2,2,5,5,1,2,229.0,1,7535.0,13.1899995803833,97100.0,139.07000732421875,2306.0,3251.0
1,2,10,0,27060.0,109.0,9.0,2,5,5,8,2,5,52.0,1,3807.0,20.59000015258789,75600.0,88.7699966430664,876.0,1407.0
1,1,336,0,35614.0,119.0,139.0,1,5,5,8,2,5,97.0,1,5137.0,38.59999847412109,73700.0,196.0500030517578,1125.0,1593.0
2,1,88,0,15380.0,63.0,233.0,2,2,5,5,2,1,69.0,1,7085.0,7.679999828338623,68200.0,90.12999725341795,1807.0,2342.0
2,1,67,0,45060.0,75.0,216.04,2,5,5,8,2,5,32.0,1,4277.0,11.600000381469728,68000.0,53.369998931884766,830.0,1615.0
1,1,158,1,28740.0,111.0,9511.0,2,5,3,8,2,5,73.0,1,2487.0,8.600000381469727,78500.0,117.87999725341795,960.0,1275.0
